Morph-Lemma,Morph-Inflection,Lemma-Priority,Inflection-Priority,Occurrence
ritzau,ritzau,687,666,667
behov,behov,592,667,665
rejse,rejse,288,668,665
føle,føler,358,669,664
område,område,198,670,663
ramme,rammer,171,671,662
nej,nej,695,672,662
stige,steget,185,673,660
energi,energi,616,674,659
billede,billeder,293,675,658
martin,martin,699,676,656
skrive,skrevet,94,677,655
samle,samlede,245,678,654
hvornår,hvornår,705,679,654
antal,antal,280,680,650
egen,eget,227,681,649
elev,elever,382,682,648
svensk,svenske,580,683,647
vide,vide,183,684,646
fortælle,fortælle,84,685,646
konsekvens,konsekvenser,474,686,644
problem,problem,223,687,644
min,mine,155,688,644
dræbe,dræbt,487,689,644
rolle,rolle,590,690,643
forsøg,forsøg,591,691,642
person,person,182,692,639
hjemme,hjemme,720,693,637
formiddag,formiddag,646,694,636
socialdemokrati,socialdemokratiet,607,695,635
sommer,sommer,404,696,633
niveau,niveau,703,697,633
vm,vm,726,698,632
slå,slog,233,699,631
russ,russerne,697,700,630
falde,falder,244,701,630
fortælle,fortalte,84,702,630
formentlig,formentlig,728,703,630
al,al,52,704,629
mærke,mærke,406,705,629
død,døde,318,706,626
markant,markant,630,707,626
skade,skade,436,708,626
gæst,gæster,620,709,625
plan,planen,283,710,625
enkelt,enkelte,415,711,625
vinde,vundet,148,712,624
fortsætte,fortsætte,289,713,623
våben,våben,736,714,621
baggrund,baggrund,605,715,621
trække,trække,287,716,620
glæde,glæder,369,717,617
risiko,risiko,537,718,617
andreas,andreas,691,719,616
slå,slået,233,720,615
slå,slå,233,721,615
følge,følger,192,722,615
vælge,valgte,187,723,614
uge,ugen,99,724,613
lægge,lægger,208,725,612
medlem,medlem,326,726,612
dansker,danskeren,163,727,612
politiker,politikerne,319,728,611
ansvar,ansvar,534,729,610
privat,private,577,730,610
tur,tur,423,731,610
bedst,bedst,748,732,608
særlig,særligt,286,733,607
fuld,fuld,522,734,606
stige,stiger,185,735,604
fodbold,fodbold,675,736,603
udsætte,udsat,672,737,602
udover,udover,761,738,601
start,start,417,739,600
adgang,adgang,713,740,600
beslutte,besluttet,410,741,599
tale,talt,118,742,599
lorry,lorry,763,743,599
fri,fri,547,744,598
league,league,743,745,598
job,job,564,746,597
undersøgelse,undersøgelse,397,747,596
sejr,sejren,290,748,595
midt,midt,766,749,595
regel,regler,588,750,592
en,ét,4,751,591
kunde,kunder,460,752,591
virksomhed,virksomheden,201,753,591
qatar,qatar,762,754,590
rigtig,rigtige,216,755,588
starte,startede,333,756,588
udvikling,udvikling,477,757,587
ende,ender,207,758,586
egen,egne,227,759,586
ukrainer,ukrainere,723,760,584
anderledes,anderledes,776,761,583
forvente,forventes,264,762,583
mad,mad,562,763,583
pris,priserne,217,764,583
vold,vold,718,765,583
bil,biler,236,766,581
møde,mødt,146,767,580
skabe,skabt,247,768,579
falde,faldet,244,769,579
skole,skolen,271,770,578
rune,rune,741,771,578
statsminister,statsminister,565,772,578
høre,høre,299,773,577
lægge,lægge,208,774,576
frivillig,frivillige,663,775,576
betydning,betydning,752,776,576
messerschmidt,messerschmidt,789,777,572
alvor,alvor,769,778,570
mulighed,muligheder,180,779,568
patient,patienter,530,780,568
enhedslist,enhedslisten,679,781,567
stille,stiller,241,782,566
nå,nåede,292,783,566
behandling,behandling,639,784,565
hvilken,hvilke,209,785,564
