Morph-base,Morph-inflected
歌う,歌い
荒野,荒野
特製,特製
招く,招く
タイトル,タイトル
方角,方角
延長,延長
絶妙,絶妙
超絶,超絶
真っ暗,真っ暗
頑固,頑固
引っ込む,引っ込ん
ひく,ひか
間接,間接
濃厚,濃厚
一旦,一旦
プロジェクト,プロジェクト
経過,経過
リターン,リターン
関連,関連
経緯,経緯
唇,唇
オムライス,オムライス
メス,メス
代行,代行
正論,正論
たどりつく,たどりつい
両手,両手
しとめる,しとめ
指先,指先
基準,基準
技師,技師
カギ,カギ
陽炎,陽炎
ベタベタ,ベタベタ
持ち物,持ち物
真相,真相
容易,容易
ひるむ,ひるむ
書き換える,書き換え
さらす,さらし
台所,台所
こぼれ,こぼれ
気の毒,気の毒
見とれる,見とれ
発信,発信
痛い,痛かっ
黒板,黒板
いいわけ,いいわけ
深い,深
先方,先方
ストレス,ストレス
寝床,寝床
そろえる,そろえ
覆う,覆わ
ハク,ハク
うちの人,うちの人
あんこ,あんこ
日曜,日曜
挙げる,挙げ
進学,進学
かたじけない,かたじけない
匹敵,匹敵
素手,素手
有罪,有罪
栄える,栄え
形式,形式
歩ける,歩け
髪形,髪形
複製,複製
ほんま,ほんま
奇行,奇行
変換,変換
取り囲む,取り囲ん
仕入れる,仕入れ
鰐,鰐
肉食,肉食
有力,有力
飲食,飲食
せん滅,せん滅
試作,試作
価格,価格
照れる,照れる
巻く,巻い
速攻,速攻
拾う,拾い
表向き,表向き
名物,名物
見回り,見回り
寸前,寸前
昔話,昔話
生きる,生きろ
同感,同感
ふうん,ふうん
自称,自称
塾,塾
オーラ,オーラ
傷痕,傷痕
不器用,不器用
うむ,うん
通過,通過
一言,一言
崩す,崩す
医療,医療
襲う,襲い
戦う,戦え
野良猫,野良猫
アール,アール
ｉｎ,ｉｎ
うい,うい
ボード,ボード
ＨＰ,ＨＰ
節約,節約
硝子,硝子
本殿,本殿
サンプル,サンプル
嫌う,嫌い
支部,支部
老人,老人
すき,すき
死にかける,死にかけ
よる,よれ
聴く,聴か
いるか,いるか
トロール,トロール
調教,調教
手持ち,手持ち
華麗,華麗
オーランド,オーランド
飾る,飾っ
粒,粒
獅子,獅子
禁じる,禁じ
膨大,膨大
関心,関心
逮捕,逮捕
カンカン,カンカン
宝くじ,宝くじ
尾,尾
しびれる,しびれ
ガミガミ,ガミガミ
独特,独特
憲兵,憲兵
脅す,脅さ
不死身,不死身
杭,杭
バージョン,バージョン
片づく,片づい
こぼす,こぼし
歩ける,歩ける
夜通し,夜通し
トンネル,トンネル
上々,上々
ヤギ,ヤギ
パット,パット
思い切り,思い切り
かわす,かわし
間合い,間合い
決まる,決まる
門下生,門下生
達者,達者
住み込み,住み込み
たんに,たんに
居候,居候
ピザ,ピザ
比較,比較
入手,入手
修練,修練
宴会,宴会
イノシシ,イノシシ
ピッチャー,ピッチャー
あだ名,あだ名
全巻,全巻
遭難,遭難
神隠し,神隠し
てっぺん,てっぺん
知,知
ましてや,ましてや
満々,満々
サンド,サンド
治す,治す
壱,壱
アオイ,アオイ
たこ焼き,たこ焼き
悪人,悪人
かおる,かおる
ころり,ころり
むす,むす
ネギ,ネギ
持ち込む,持ち込む
がたい,がたい
欲求,欲求
はう,はう
仙郷,仙郷
語る,語ら
関与,関与
闘犬,闘犬
ゆるい,ゆる
はく,はく
巻物,巻物
テール,テール
そそる,そそん
ガール,ガール
かえる,かえ
偶像,偶像
共演,共演
定,定
きたん,きたん
聖火,聖火
ライナー,ライナー
危うい,危うい
続く,続け
決心,決心
ねー,ねー
シフト,シフト
融合,融合
マンション,マンション
根本,根本
ムリ,ムリ
マオウ,マオウ
帽子,帽子
食べる,食べろ
視聴,視聴
麦,麦
ただ者,ただ者
作り上げる,作り上げ
おっきい,おっきい
既,既
舞う,舞う
要領,要領
口実,口実
すす,すす
つらい,つらかっ
選び,選び
招き,招き
立ち入り,立ち入り
動力,動力
発火,発火
呼ばわり,呼ばわり
詮索,詮索
継ぐ,継が
直す,直さ
早急,早急
一筋,一筋
率いる,率い
物資,物資
奥の手,奥の手
がれき,がれき
ちまう,ちまお
通称,通称
怯える,怯え
たった今,たった今
軽々しい,軽々しく
ともども,ともども
思想,思想
弱体,弱体
手元,手元
盛り上がる,盛り上がる
喜ばしい,喜ばしい
隊員,隊員
侵略,侵略
通る,通ら
良い,良
ハウス,ハウス
機動,機動
間もなく,間もなく
定める,定め
たまる,たまら
落下,落下
やけど,やけど
手下,手下
合間,合間
捧げる,捧げ
背負う,背負い
とる,とりゃ
危ない,危なく
馬鹿,馬鹿
残,残
幸,幸
手取り,手取り
盛り上げる,盛り上げ
マニア,マニア
独り,独り
まずい,まずかっ
とる,とん
向き合う,向き合っ
心中,心中
きく,きい
飛び降りる,飛び降り
つかまえる,つかまえ
ファイター,ファイター
辞める,辞める
強敵,強敵
野生,野生
かま,かま
変える,変えよ
従う,従わ
月光,月光
拉致,拉致
風味,風味
けんか,けんか
黄色い,黄色く
はしゃぐ,はしゃぎ
こす,こし
補習,補習
コーナー,コーナー
発情,発情
露骨,露骨
生地,生地
拭く,拭い
貝,貝
後半,後半
日焼け,日焼け
半ば,半ば
かぎる,かぎっ
サーカス,サーカス
マシン,マシン
ちく,ちく
付近,付近
じまう,じまう
ミッション,ミッション
詰め,詰め
いささか,いささか
おごる,おごる
撤収,撤収
酔っ払う,酔っ払い
合う,合え
装甲,装甲
平日,平日
奴ら,奴ら
いも,いも
開拓,開拓
手のひら,手のひら
押す,押さ
ぬくもり,ぬくもり
暖かい,暖かい
ランチ,ランチ
待ち受ける,待ち受け
ひな祭り,ひな祭り
出産,出産
パスワード,パスワード
通い,通い
広い,広く
はめる,はめ
アプローチ,アプローチ
断れる,断れ
面白い,面白く
片方,片方
ベランダ,ベランダ
うるさい,うるさかっ
ポジション,ポジション
生む,生ん
照明,照明
押し,押し
主催,主催
そろう,そろう
雇う,雇わ
愉快,愉快
離れ離れ,離れ離れ
コミュニケーション,コミュニケーション
近づける,近づける
不意打ち,不意打ち
うっとうしい,うっとうしい
間に合う,間に合い
コンテナ,コンテナ
便,便
善良,善良
すり替える,すり替え
こなし,こなし
単独,単独
難易,難易
駆けつける,駆けつけ
レディ,レディ
金銭,金銭
信号,信号
ハート,ハート
誇る,誇る
感染,感染
認定,認定
締め,締め
ファンタジー,ファンタジー
育つ,育つ
シャンプー,シャンプー
祖母,祖母
録画,録画
祝う,祝う
寛大,寛大
再戦,再戦
スッキリ,スッキリ
うし,うし
つかさどる,つかさどる
脂,脂
怪力,怪力
愚者,愚者
ティー,ティー
無駄遣い,無駄遣い
通貨,通貨
広める,広め
思う存分,思う存分
付与,付与
接する,接する
食らう,食らえ
規格,規格
生き返る,生き返る
コーラ,コーラ
なるい,なるし
都会,都会
和,和
天下,天下
書物,書物
オレンジ,オレンジ
等しい,等しい
冥,冥
ゆう,ゆう
極力,極力
務まる,務まる
罪悪,罪悪
かれる,かれ
カリスマ,カリスマ
体制,体制
ふぐ,ふぐ
一口,一口
バー,バー
ついていける,ついていけ
嫌み,嫌み
建てる,建て
液,液
ばん,ばん
従業,従業
吹奏楽,吹奏楽
いつしか,いつしか
たたく,たたく
カバー,カバー
収録,収録
叫ぶ,叫ん
コツコツ,コツコツ
帳,帳
補助,補助
はさ,はさ
満月,満月
仲介,仲介
操れる,操れる
必然,必然
適応,適応
根っこ,根っこ
こだわる,こだわっ
捜す,捜さ
こだわる,こだわる
造る,造ら
小麦,小麦
宮殿,宮殿
閉店,閉店
ままごと,ままごと
迎撃,迎撃
循環,循環
圧力,圧力
強盗,強盗
持参,持参
追い出す,追い出す
にくい,にくく
余る,余る
見本,見本
連れ出す,連れ出し
脳みそ,脳みそ
出す,出そ
仕上げる,仕上げ
いれる,いれる
減点,減点
一座,一座
芋,芋
うんざり,うんざり
折る,折っ
狩る,狩り
くだせる,くだせ
ぶん殴る,ぶん殴っ
外見,外見
豊か,豊か
未練,未練
不利,不利
所望,所望
めでたい,めでたい
小麦粉,小麦粉
作り出す,作り出す
用品,用品
させる,させよ
引き出す,引き出す
仰せ,仰せ
夢みる,夢み
インパクト,インパクト
清掃,清掃
上空,上空
解消,解消
だます,だます
決行,決行
やり直し,やり直し
駆け出し,駆け出し
新婚,新婚
蛍,蛍
幕末,幕末
取りあえず,取りあえず
相場,相場
連,連
先鋒,先鋒
ヤクザ,ヤクザ
らしい,らしき
導く,導き
浮かぶ,浮かぶ
癒える,癒え
違法,違法
トーナメント,トーナメント
武術,武術
防具,防具
狂,狂
はて,はて
藤,藤
コロッケ,コロッケ
踊る,踊る
リサーチ,リサーチ
産む,産ん
企む,企ん
共闘,共闘
七つ,七つ
名門,名門
性質,性質
先祖,先祖
株,株
頼める,頼める
来月,来月
腕輪,腕輪
抽出,抽出
治める,治める
無色,無色
現時点,現時点
利く,利き
鶴,鶴
おおう,おおう
生け捕り,生け捕り
鳴る,鳴っ
言動,言動
海神,海神
移植,移植
あたる,あたっ
ヘン,ヘン
ＴＶ,ＴＶ
材,材
返せる,返せ
蹴る,蹴
だく,だい
丹田,丹田
放火,放火
倫理,倫理
憧れる,憧れる
天魔,天魔
ノッカー,ノッカー
人様,人様
商業,商業
カッター,カッター
もじゃもじゃ,もじゃもじゃ
遣る,遣っ
権威,権威
鼻血,鼻血
原,原
レギュラー,レギュラー
伴奏,伴奏
まじめ,まじめ
学級,学級
赤色,赤色
ホルダー,ホルダー
放浪,放浪
すける,すけ
ミット,ミット
今宵,今宵
斑鳩,斑鳩
初戦,初戦
みそ,みそ
ハレム,ハレム
奏す,奏す
スマッシュ,スマッシュ
葉月,葉月
教諭,教諭
意気,意気
家具,家具
パニック,パニック
さも,さも
踏む,踏み
よもや,よもや
買う,買え
食糧,食糧
悩む,悩む
毎月,毎月
出勤,出勤
断じて,断じて
親しい,親しく
金メダル,金メダル
陽動,陽動
コショウ,コショウ
コソコソ,コソコソ
ビデオ,ビデオ
テープ,テープ
行使,行使
具現,具現
乗り込む,乗り込ん
愚か者,愚か者
パーセント,パーセント
メリット,メリット
一同,一同
独立,独立
糖,糖
たどりつく,たどりつく
釣る,釣ら
不服,不服
かね,かね
過程,過程
足跡,足跡
武力,武力
必ずや,必ずや
おっしゃる,おっしゃい
辰,辰
ばいいん,ばいいん
お目にかかる,お目にかかり
省ける,省け
言いつける,言いつけ
異形,異形
役に立つ,役に立た
招く,招い
高める,高め
持ち合わせる,持ち合わせ
出来損ない,出来損ない
見苦しい,見苦しい
奥方,奥方
衛兵,衛兵
射撃,射撃
観念,観念
君臨,君臨
正真正銘,正真正銘
直ちに,直ちに
養子,養子
見下す,見下し
残る,残り
降伏,降伏
かく,かか
あれこれ,あれこれ
ヨ,ヨ
解析,解析
細かい,細かく
与える,与えよ
たわける,たわけ
のぼせる,のぼせ
つなげる,つなげ
カウント,カウント
太刀筋,太刀筋
呼べる,呼べる
梅,梅
許せる,許せる
障壁,障壁
とびきり,とびきり
ソ,ソ
徒歩,徒歩
ふたり,ふたり
傷口,傷口
大概,大概
酔い,酔い
疑似,疑似
逃げ込む,逃げ込ん
たたえる,たたえ
いらう,いらっ
身代わり,身代わり
す,さ
承諾,承諾
遭う,遭う
釣れる,釣れ
操る,操ら
呼び寄せる,呼び寄せ
長い,長かっ
見極める,見極め
ガンガン,ガンガン
貫通,貫通
逃げ出す,逃げ出す
染める,染め
トレーニング,トレーニング
広告,広告
よろこぶ,よろこん
ありのまま,ありのまま
凶悪,凶悪
回し,回し
ぶつかる,ぶつかる
温存,温存
える,えよ
今どき,今どき
ピース,ピース
ウケる,ウケ
ばれる,ばれ
ロマン,ロマン
骨折,骨折
皮膚,皮膚
基,基
昼飯,昼飯
脇,脇
蹴る,蹴っ
たたく,たたか
潰れる,潰れる
人聞き,人聞き
お決まり,お決まり
開会,開会
ラブラブ,ラブラブ
封筒,封筒
背負う,背負わ
坊や,坊や
お供,お供
大層,大層
シート,シート
性能,性能
げん,げん
からかう,からかう
新品,新品
甘い,甘かっ
コンビ,コンビ
言い出す,言い出す
危ない,危な
汚染,汚染
酒場,酒場
同意,同意
ざれる,ざれ
最上階,最上階
看病,看病
振る舞う,振る舞う
月末,月末
褒める,褒める
お参り,お参り
服装,服装
働ける,働け
土日,土日
手順,手順
履く,履い
マイク,マイク
名作,名作
ビラ,ビラ
保留,保留
お誘い,お誘い
だらし,だらし
若い,若く
バシッ,バシッ
上映,上映
日程,日程
どく,どく
アクセサリー,アクセサリー
ゴム,ゴム
平凡,平凡
罪深い,罪深い
トラック,トラック
関わる,関わり
ペラペラ,ペラペラ
至る,至っ
もろもろ,もろもろ
シェフ,シェフ
